n_estimators,mean_score,std_score
50,0.9704984295670119,0.02178343926111383
900,0.97219847959601,0.022138570818304296
800,0.9722985195940109,0.02178745312255151
100,0.9710985195700134,0.021787534652074718
450,0.9720985295890117,0.021646073767308035
300,0.9716985195820121,0.021787493887185996
600,0.97229848959701,0.02178331805324902
200,0.971398459582011,0.021994485626989742
950,0.9725985196000103,0.022218371182047933
850,0.97229848959701,0.022211634653358577
